Name,Short Name,Team,ShotPct,SOGPlus,Pos,Other Pos,Rook,GP,Goals,Asst,Pts,SOG,FOW,FOL,PPG,SHG,GWG,GTG,PIM,Mins,+/-,Pas C,Pas I,Cor W,Cor L,Ft W,Ft L,Ft D,Hits,Blks,Saves,Gls A,GAA,W,L,T,EN,ShO,Sv Pct,Sh Fat,Gm Fat,Inj Rt,Skate,Pass,Fchk,Phys,Int,Clr,Rock,Kill,Blk,FO,Speed,C,LW,RW,LD,RD
"Pelech, Adam",Pelech,EDM,9,12,LD,RD,N,78,5,16,21,110,0,0,0,0,0,0,24,1453,22,0,0,0,0,0,0,0,149,116,0,0,0,0,0,0,0,0,,120,18:45,4,3,3,0,3,4,3,0,0,1,0,3,0,0,0,3,3
"Ristolainen, Rasmus",Ristolainen,LSV,5,16,RD,,N,78,5,38,43,182,0,0,1,0,2,0,38,1922,-41,0,0,0,0,0,0,0,235,121,0,0,0,0,0,0,0,0,,120,24:45:00,4,4,4,0,5,4,4,0,0,0,0,5,0,0,0,0,4
"Ryan, Bobby",B. Ryan,NOT,19,32,RW,,N,78,15,27,42,160,8,18,7,0,1,0,35,1223,-29,0,0,0,0,0,0,0,77,49,0,0,0,0,0,0,0,0,,90,15:45,4,4,4,3,3,2,0,0,0,0,0,3,0,0,2,0,0
"Seabrook, Brent",Seabrook,NYH,6,13,RD,,N,78,5,23,28,165,0,0,2,0,1,0,41,1490,-6,0,0,0,0,0,0,0,124,180,0,0,0,0,0,0,0,0,,120,19:00,4,3,4,0,4,3,3,0,0,2,0,2,0,0,0,0,4
"Sheary, Conor",Sheary,NOT,19,36,LW,,N,78,14,20,34,147,19,15,4,0,3,0,12,1140,-18,0,0,0,0,0,0,0,29,29,0,0,0,0,0,0,0,0,,90,14:30,4,4,3,4,2,1,0,0,0,0,0,3,0,2,0,0,0
"Skjei, Brady",Skjei,NYH,13,17,LD,RD,N,78,8,17,25,126,1,0,0,0,1,0,44,1656,-4,0,0,0,0,0,0,0,178,119,0,0,0,0,0,0,0,0,,120,21:15,4,3,3,0,4,3,5,0,0,1,0,3,0,0,0,3,3
"Stecher, Troy",Stecher,LAD,4,8,RD,,N,78,2,21,23,105,0,0,0,1,0,0,32,1554,9,0,0,0,0,0,0,0,91,96,0,0,0,0,0,0,0,0,,120,20:00,4,4,4,0,3,3,3,0,0,0,0,3,0,0,0,0,4
"van Riemsdyk, Trevor",T.van Riemsdyk,LAD,6,9,RD,LD,N,78,3,11,14,102,0,0,0,0,1,0,10,1175,-4,0,0,0,0,0,0,0,42,84,0,0,0,0,0,0,0,0,,120,15:00,4,3,3,0,2,1,2,0,0,1,0,3,0,0,0,2,2
"Voracek, Jakub",Voracek,DEN,19,34,RW,LW,N,78,20,46,66,210,12,18,4,0,2,0,25,1456,-16,0,0,0,0,0,0,0,17,29,0,0,0,0,0,0,0,0,,90,18:45,4,4,5,3,2,1,0,0,0,0,0,5,0,2,2,0,0
"Backlund, Mikael",Backlund,QUE,20,40,C,,N,77,21,26,47,205,511,520,1,1,4,0,52,1378,34,0,0,0,0,0,0,0,52,26,0,0,0,0,0,0,0,0,,90,18:00,5,4,4,4,2,2,0,0,0,0,3,3,4,0,0,0,0
"Bjorkstrand, Oliver",Bjorkstrand,SAS,29,54,RW,LW,N,77,23,13,36,161,5,8,3,0,1,0,8,950,8,0,0,0,0,0,0,0,43,34,0,0,0,0,0,0,0,0,,90,12:15,5,3,3,2,2,1,0,0,0,0,0,4,0,3,3,0,0
"Comeau, Blake",Comeau,DEN,14,19,RW,LW,N,77,7,11,18,102,25,32,0,0,2,0,42,1211,-7,0,0,0,0,0,0,0,208,40,0,0,0,0,0,0,0,0,,90,15:45,5,3,3,3,5,3,0,0,1,0,0,4,0,4,4,0,0
"DeMelo, Dylan",DeMelo,OTT,7,14,RD,LD,N,77,4,18,22,109,0,0,0,0,0,0,32,1485,-1,0,0,0,0,0,0,0,121,130,0,0,0,0,0,0,0,0,,120,19:15,5,3,3,0,3,3,3,0,0,1,0,3,0,0,0,3,3
"Eichel, Jack",Eichel,LON,18,40,C,,N,77,28,54,82,303,597,673,8,0,2,0,26,1574,-11,0,0,0,0,0,0,0,70,51,0,0,0,0,0,0,0,0,,90,20:30,5,5,5,3,3,2,0,0,0,0,2,5,2,0,0,0,0
"Foegele, Warren",Foegele,OTT,19,30,LW,RW,Y,77,10,5,15,106,10,11,0,0,3,0,20,962,-17,0,0,0,0,0,0,0,126,19,0,0,0,0,0,0,0,0,,90,12:30,5,4,2,4,3,3,0,0,0,0,0,4,0,3,3,0,0
"Granlund, Markus",Ma. Granlund,QUE,20,34,C,LW RW,N,77,12,10,22,123,149,199,2,0,1,0,20,1158,-4,0,0,0,0,0,0,0,46,24,0,0,0,0,0,0,0,0,,90,15:00,5,3,4,3,2,1,0,0,0,0,1,3,3,3,3,0,0
"Gudas, Radko",Gudas,LON,6,9,RD,,N,77,4,16,20,136,0,0,0,0,0,0,63,1376,6,0,0,0,0,0,0,0,255,133,0,0,0,0,0,0,0,0,,120,18:00,5,2,2,0,5,5,5,0,0,1,0,1,0,0,0,0,3
"Heinen, Danton",Heinen,TAM,19,34,LW,RW,N,77,11,23,34,114,2,10,1,0,2,0,16,1076,13,0,0,0,0,0,0,0,54,36,0,0,0,0,0,0,0,0,,90,14:00,5,4,4,4,2,2,0,0,0,0,0,4,0,3,3,0,0
"Hertl, Tomas",Hertl,DET,40,68,C,LW,N,77,35,39,74,176,609,574,11,1,5,0,18,1465,5,0,0,0,0,0,0,0,53,64,0,0,0,0,0,0,0,0,,90,19:00,5,4,5,4,2,3,0,0,1,0,3,4,4,4,0,0,0
"Jenner, Boone",Jenner,LON,19,36,C,LW,N,77,16,22,38,170,626,531,1,1,3,0,42,1314,6,0,0,0,0,0,0,0,158,70,0,0,0,0,0,0,0,0,,90,17:00,5,3,4,5,5,5,0,0,1,0,4,3,4,4,0,0,0
"Mittelstadt, Casey",Mittelstadt,EDM,20,42,C,,Y,77,12,13,25,118,213,323,3,0,1,0,10,1036,-19,0,0,0,0,0,0,0,30,16,0,0,0,0,0,0,0,0,0,90,13:30,5,4,4,2,1,1,0,0,0,0,1,4,1,0,0,0,0
"Polak, Roman",Polak,MTL,3,6,RD,,N,77,1,8,9,77,0,0,0,0,0,0,69,1476,6,0,0,0,0,0,0,0,191,152,0,0,0,0,0,0,0,0,,120,19:15,5,1,1,0,5,4,5,0,0,2,0,1,0,0,0,0,4
"Roslovic, Jack",Roslovic,QUE,24,42,RW,C,N,77,9,15,24,74,91,118,5,0,0,0,4,750,-2,0,0,0,0,0,0,0,32,21,0,0,0,0,0,0,0,0,,90,9:45,5,4,3,3,2,1,0,0,0,0,1,4,2,0,2,0,0
"Athanasiou, Andreas",Athanasiou,SAN,28,48,RW,C LW,N,76,30,24,54,216,171,228,3,0,4,0,38,1290,-9,0,0,0,0,0,0,0,33,26,0,0,0,0,0,0,0,0,,90,17:00,6,5,4,3,2,1,0,0,0,0,1,5,3,3,3,0,0
"Bellemare, P.E.",Bellemare,VAN,11,19,C,,N,76,6,9,15,108,393,326,0,2,0,0,6,945,2,0,0,0,0,0,0,0,71,51,0,0,0,0,0,0,0,0,,90,12:30,6,3,2,3,3,3,0,0,1,0,4,3,5,0,0,0,0
"Burakovsky, Andre",Burakovsky,DEN,24,44,LW,RW,N,76,12,13,25,100,7,13,1,0,4,0,14,846,2,0,0,0,0,0,0,0,35,29,0,0,0,0,0,0,0,0,,90,11:15,6,4,3,3,2,1,0,0,0,0,0,4,0,1,1,0,0
"Carter, Jeff",Carter,OTT,15,29,C,,N,76,13,20,33,174,607,577,5,1,1,0,42,1380,-20,0,0,0,0,0,0,0,80,30,0,0,0,0,0,0,0,0,,90,18:15,6,3,4,2,3,2,0,0,0,0,3,3,3,0,0,0,0
"Dumoulin, Brian",Dumoulin,DET,6,10,LD,RD,N,76,3,20,23,99,0,0,0,0,0,0,20,1598,31,0,0,0,0,0,0,0,141,129,0,0,0,0,0,0,0,0,,120,21:00,6,2,3,0,4,3,5,0,0,1,0,2,0,0,0,4,4
"Goligoski, Alex",Goligoski,BOS,6,9,LD,RD,N,76,3,24,27,102,1,0,1,0,0,0,16,1582,-7,0,0,0,0,0,0,0,79,154,0,0,0,0,0,0,0,0,,120,20:45,6,2,4,0,3,2,2,0,0,1,0,3,0,0,0,3,3
"Hathaway, Garnet",Hathaway,DEN,29,43,RW,LW,N,76,11,8,19,77,7,8,0,2,5,0,56,800,14,0,0,0,0,0,0,0,200,36,0,0,0,0,0,0,0,0,,90,10:30,6,3,2,4,4,3,0,1,0,0,0,3,0,5,5,0,0
"Kuznetsov, Evgeny",Kuznetsov,LSV,22,37,C,,N,76,21,51,72,193,396,627,8,0,3,0,50,1428,7,0,0,0,0,0,0,0,46,20,0,0,0,0,0,0,0,0,,90,18:45,6,5,5,2,2,2,0,0,0,0,1,4,3,0,0,0,0
"Larkin, Dylan",Larkin,QUE,22,41,C,,N,76,32,41,73,287,865,722,7,2,4,0,75,1660,-6,0,0,0,0,0,0,0,80,38,0,0,0,0,0,0,0,0,,90,21:45,6,5,4,3,3,1,0,0,0,0,4,4,4,0,0,0,0
"Lindholm, Hampus",H. Lindholm,POR,10,13,LD,RD,N,76,6,22,28,125,0,0,1,0,0,0,44,1824,-5,0,0,0,0,0,0,0,81,133,0,0,0,0,0,0,0,0,,120,24:00:00,6,4,4,0,3,2,2,0,0,1,0,3,0,0,0,3,3
"Smith, Craig",C. Smith,QUE,20,43,RW,,N,76,21,17,38,205,26,28,4,0,2,0,20,1150,11,0,0,0,0,0,0,0,77,33,0,0,0,0,0,0,0,0,,90,15:15,6,3,3,4,3,2,0,0,0,0,0,4,0,0,3,0,0
"Spezza, Jason",Spezza,,13,23,C,RW,N,76,8,19,27,121,470,337,2,0,1,0,29,1009,-13,0,0,0,0,0,0,0,16,30,0,0,0,0,0,0,0,0,0,90,13:15,6,3,4,2,1,1,0,0,0,0,4,3,2,0,2,0,0
"Tarasenko, Vladimir",Tarasenko,DEN,24,47,RW,,N,76,33,35,68,275,4,2,12,0,5,0,22,1398,8,0,0,0,0,0,0,0,88,40,0,0,0,0,0,0,0,0,,90,18:30,6,5,4,3,2,2,0,0,0,0,0,5,0,0,2,0,0
"Wagner, Chris",C. Wagner,WIN,18,33,RW,LW,N,76,12,7,19,135,54,66,0,0,1,0,51,1022,3,0,0,0,0,0,0,0,247,38,0,0,0,0,0,0,0,0,,90,13:30,6,3,2,5,5,3,0,0,0,0,0,3,0,4,4,0,0
"Brouwer, Troy",Brouwer,OTT,28,51,RW,LW,N,75,12,9,21,86,19,32,0,1,1,0,47,952,-6,0,0,0,0,0,0,0,177,38,0,0,0,0,0,0,0,0,,90,12:45,7,3,2,3,5,4,0,0,0,0,0,2,0,4,4,0,0
"Chytil, Filip",Chytil,MTL,17,28,LW,C RW,Y,75,11,12,23,133,68,107,3,0,2,0,8,1034,-22,0,0,0,0,0,0,0,29,21,0,0,0,0,0,0,0,0,0,90,13:45,7,4,4,2,2,1,0,0,0,0,0,4,2,2,2,0,0
"Jones, Seth",S. Jones,EDM,10,15,RD,LD,N,75,9,37,46,184,0,0,0,0,4,0,28,1937,1,0,0,0,0,0,0,0,106,133,0,0,0,0,0,0,0,0,,120,25:45:00,7,5,4,0,3,3,3,0,0,0,0,4,0,0,0,3,3
"Kane, Evander",E. Kane,QUE,22,45,LW,,N,75,30,26,56,268,92,120,5,1,1,0,153,1381,-4,0,0,0,0,0,0,0,173,25,0,0,0,0,0,0,0,0,,90,18:30,7,5,4,4,5,4,0,0,0,0,1,5,0,4,0,0,0
"Matheson, Michael",Matheson,SAN,12,29,LD,,N,75,8,19,27,129,0,1,0,0,2,0,44,1674,-24,0,0,0,0,0,0,0,63,132,0,0,0,0,0,0,0,0,,120,22:15,7,4,3,0,3,3,4,0,0,1,0,4,0,0,0,3,0
"Miller, J.T.",JT. Miller,VAN,24,41,RW,LW,N,75,13,34,47,108,259,265,4,0,4,0,32,1100,8,0,0,0,0,0,0,0,115,23,0,0,0,0,0,0,0,0,,90,14:45,7,4,4,4,3,3,0,0,0,0,1,4,0,2,2,0,0
"Panik, Richard",Panik,LON,20,36,LW,RW,N,75,14,19,33,140,5,13,0,1,2,0,44,1246,-3,0,0,0,0,0,0,0,137,52,0,0,0,0,0,0,0,0,,90,16:30,7,4,3,4,4,2,0,0,0,0,0,4,0,4,4,0,0
"Pavelski, Joe",Pavelski,NOT,40,59,RW,C,N,75,38,26,64,188,526,463,12,1,6,0,22,1428,-4,0,0,0,0,0,0,0,69,61,0,0,0,0,0,0,0,0,,90,19:00,7,4,4,5,3,2,0,1,0,0,3,4,4,0,4,0,0
"Sergachev, Mikhail",Sergachev,WIN,9,20,RD,LD,N,75,6,26,32,128,1,1,0,0,0,0,28,1344,12,0,0,0,0,0,0,0,97,93,0,0,0,0,0,0,0,0,,120,18:00,7,4,4,0,3,2,2,0,0,1,0,4,0,0,0,2,2
"Sissons, Colton",Sissons,LON,27,48,C,LW RW,N,75,15,15,30,110,421,372,1,0,3,0,23,1203,20,0,0,0,0,0,0,0,109,52,0,0,0,0,0,0,0,0,,90,16:00,7,3,3,4,3,3,0,0,1,0,3,4,5,5,5,0,0
"Wennberg, Alexander",Wennberg,WIN,6,11,C,,N,75,2,23,25,64,342,364,1,1,0,0,12,1131,-1,0,0,0,0,0,0,0,34,32,0,0,0,0,0,0,0,0,,90,15:00,7,4,4,3,2,1,0,0,0,0,2,4,3,0,0,0,0
"Boychuk, Johnny",Boychuk,OTT,4,7,RD,,N,74,3,16,19,157,0,0,1,0,1,0,25,1393,10,0,0,0,0,0,0,0,144,120,0,0,0,0,0,0,0,0,,120,18:45,8,2,3,0,4,4,4,0,0,1,0,2,0,0,0,0,3
"Ceci, Cody",Ceci,NOT,11,16,RD,,N,74,7,19,26,132,0,0,0,0,2,0,18,1670,-22,0,0,0,0,0,0,0,120,142,0,0,0,0,0,0,0,0,,120,22:30,8,4,4,0,4,3,3,0,0,1,0,3,0,0,0,0,3
"Coburn, Braydon",Coburn,,7,10,LD,RD,N,74,4,19,23,113,0,0,0,0,0,0,34,1192,4,0,0,0,0,0,0,0,96,62,0,0,0,0,0,0,0,0,,120,16:00,8,2,3,0,3,3,3,0,0,0,0,2,0,0,0,2,2
"de Haan, Calvin",de Haan,SAN,2,6,LD,,N,74,1,13,14,102,0,1,0,0,1,0,20,1370,1,0,0,0,0,0,0,0,187,106,0,0,0,0,0,0,0,0,,120,18:30,8,3,3,0,4,3,4,0,0,1,0,3,0,0,0,4,0
"Engelland, Deryk",Engelland,SAN,4,7,RD,LD,N,74,2,10,12,105,0,0,0,0,1,0,18,1471,-3,0,0,0,0,0,0,0,165,152,0,0,0,0,0,0,0,0,,120,20:00,8,1,3,0,4,4,4,0,0,2,0,1,0,0,0,4,4
"Kruger, Marcus",Kruger,,11,20,C,RW,N,74,4,8,12,74,188,203,0,0,2,0,30,771,-2,0,0,0,0,0,0,0,51,34,0,0,0,0,0,0,0,0,0,90,10:30,8,3,3,3,2,1,0,0,0,0,1,3,3,0,3,0,0
"Manson, Josh",Manson,LSV,6,9,RD,,N,74,3,13,16,96,0,0,0,0,0,0,62,1651,-8,0,0,0,0,0,0,0,184,90,0,0,0,0,0,0,0,0,,120,22:15,8,2,3,0,4,5,4,0,0,0,0,2,0,0,0,0,4
"Maroon, Patrick",Maroon,POR,17,24,LW,RW,N,74,10,18,28,118,2,3,2,0,3,0,64,1049,-3,0,0,0,0,0,0,0,135,7,0,0,0,0,0,0,0,0,,90,14:15,8,1,3,3,4,4,0,1,0,0,0,1,0,2,2,0,0
"Motte, Tyler",Motte,VAN,16,28,RW,LW,N,74,9,7,16,114,15,33,0,2,1,0,10,945,-12,0,0,0,0,0,0,0,200,52,0,0,0,0,0,0,0,0,,90,12:45,8,4,3,5,4,4,0,0,1,0,0,3,0,3,3,0,0
"Nemeth, Patrik",Nemeth,VAN,4,7,RD,LD,N,74,1,9,10,57,1,0,0,0,0,0,53,1220,5,0,0,0,0,0,0,0,137,131,0,0,0,0,0,0,0,0,,120,16:30,8,3,3,0,4,4,3,0,0,2,0,2,0,0,0,4,4
"Palmieri, Kyle",Palmieri,NYH,24,50,RW,,N,74,27,23,50,224,24,62,11,0,2,0,42,1343,-9,0,0,0,0,0,0,0,98,35,0,0,0,0,0,0,0,0,,90,18:15,8,4,3,3,4,2,0,0,0,0,0,3,0,0,3,0,0
"Parise, Zach",Parise,BOS,24,35,LW,RW,N,74,28,33,61,229,9,25,10,0,5,0,26,1381,-2,0,0,0,0,0,0,0,49,71,0,0,0,0,0,0,0,0,,90,18:45,8,5,4,5,3,2,0,1,0,0,0,4,0,4,4,0,0
"Rantanen, Mikko",Rantanen,VAN,32,59,RW,,N,74,31,56,87,193,17,29,16,0,4,0,54,1542,13,0,0,0,0,0,0,0,59,41,0,0,0,0,0,0,0,0,,90,20:45,8,4,5,4,2,2,0,0,0,0,0,4,0,0,3,0,0
"Rodrigues, Evan",Rodrigues,MTL,11,19,C,LW RW,N,74,9,20,29,168,304,351,2,0,1,0,25,1171,-7,0,0,0,0,0,0,0,33,33,0,0,0,0,0,0,0,0,,90,15:45,8,3,4,3,1,2,0,0,0,0,2,3,3,3,3,0,0
"Smith, Reilly",R. Smith,DEN,21,40,RW,,N,74,19,34,53,178,5,2,4,1,1,0,14,1352,13,0,0,0,0,0,0,0,39,33,0,0,0,0,0,0,0,0,,90,18:15,8,4,4,4,2,2,0,0,0,0,0,4,0,0,4,0,0
"Sundqvist, Oskar",Sundqvist,LON,25,43,C,RW,N,74,14,17,31,113,227,314,0,1,2,0,22,1023,-1,0,0,0,0,0,0,0,101,31,0,0,0,0,0,0,0,0,,90,13:45,8,3,3,3,3,2,0,0,0,0,1,3,4,0,4,0,0
"Tuch, Alex",Tuch,TAM,22,42,RW,LW,N,74,20,32,52,180,43,69,3,0,6,0,8,1238,13,0,0,0,0,0,0,0,92,40,0,0,0,0,0,0,0,0,,90,16:45,8,3,4,4,3,3,0,0,0,0,0,4,0,3,3,0,0
"Bertuzzi, Tyler",Bertuzzi,DET,32,49,LW,RW,N,73,21,26,47,131,10,20,3,0,4,0,36,1206,11,0,0,0,0,0,0,0,76,39,0,0,0,0,0,0,0,0,,90,16:30,9,3,4,4,3,4,0,1,0,0,0,4,0,4,4,0,0
"Chiasson, Alex",Chiasson,LSV,36,53,RW,,N,73,22,16,38,123,7,15,8,1,1,0,32,1239,-1,0,0,0,0,0,0,0,85,31,0,0,0,0,0,0,0,0,,90,17:00,9,3,3,4,3,2,0,1,0,0,0,3,0,0,2,0,0
"Cizikas, Casey",Cizikas,LSV,36,58,C,,N,73,20,13,33,111,497,516,0,2,3,0,36,1024,22,0,0,0,0,0,0,0,129,68,0,0,0,0,0,0,0,0,,90,14:00,9,3,3,4,4,4,0,0,1,1,3,4,4,0,0,0,0
"Clutterbuck, Cal",Clutterbuck,NOT,17,25,RW,,N,73,8,15,23,95,15,19,3,0,2,0,44,1020,6,0,0,0,0,0,0,0,209,40,0,0,0,0,0,0,0,0,,90,14:00,9,2,3,5,4,5,0,0,0,0,0,3,0,0,3,0,0
"Foligno, Nick",N. Foligno,TAM,24,45,LW,,N,73,17,18,35,141,133,102,2,0,2,0,44,1292,12,0,0,0,0,0,0,0,175,51,0,0,0,0,0,0,0,0,,90,17:45,9,4,3,5,5,4,0,0,0,0,3,3,0,5,0,0,0
"Harrington, Scott",Harrington,,7,12,LD,RD,N,73,2,15,17,54,0,0,0,0,0,0,23,952,6,0,0,0,0,0,0,0,73,81,0,0,0,0,0,0,0,0,0,120,13:00,9,3,3,0,3,2,2,0,0,1,0,2,0,0,0,3,3
"Johnsson, Andreas",Johnsson,SAS,31,51,LW,RW,Y,73,20,23,43,130,7,12,3,0,3,0,32,998,14,0,0,0,0,0,0,0,60,36,0,0,0,0,0,0,0,0,0,90,13:45,9,4,4,4,2,2,0,0,0,0,0,5,0,3,3,0,0
"Kadri, Nazem",Kadri,LON,17,33,C,,N,73,16,28,44,184,403,327,4,0,5,0,43,1182,-2,0,0,0,0,0,0,0,85,13,0,0,0,0,0,0,0,0,,90,16:15,9,3,4,4,4,3,0,0,0,0,4,3,3,0,0,0,0
"Landeskog, Gabriel",Landeskog,VAN,28,51,LW,,N,73,34,41,75,243,360,333,10,0,9,0,51,1544,17,0,0,0,0,0,0,0,120,64,0,0,0,0,0,0,0,0,,90,21:15,9,4,4,4,4,4,0,0,0,0,3,4,0,3,0,0,0
"Larsson, Johan",Jo. Larsson,DEN,15,30,C,,N,73,6,8,14,79,503,490,0,1,0,0,37,1043,-8,0,0,0,0,0,0,0,112,44,0,0,0,0,0,0,0,0,,90,14:15,9,3,3,3,3,2,0,0,1,0,3,3,4,0,0,0,0
"Pesce, Brett",Pesce,SAN,14,28,RD,LD,N,73,7,22,29,98,1,0,0,0,2,0,24,1496,35,0,0,0,0,0,0,0,53,131,0,0,0,0,0,0,0,0,,120,20:30,9,4,4,0,2,2,4,0,0,1,0,4,0,0,0,5,5
"Pionk, Neal",Pionk,SAS,9,15,RD,LD,N,73,6,20,26,132,0,1,2,0,1,0,35,1545,-16,0,0,0,0,0,0,0,138,98,0,0,0,0,0,0,0,0,,120,21:15,9,3,4,0,3,3,3,0,0,0,0,3,0,0,0,3,3
"Pominville, Jason",Pominville,CHI,24,48,RW,,N,73,16,15,31,134,18,17,1,0,3,0,4,910,-4,0,0,0,0,0,0,0,18,20,0,0,0,0,0,0,0,0,,90,12:30,9,3,3,3,1,1,0,0,0,0,0,2,0,0,3,0,0
"Shattenkirk, Kevin",Shattenkirk,DEN,3,6,RD,LD,N,73,2,26,28,148,0,0,1,0,0,0,20,1383,-15,0,0,0,0,0,0,0,73,104,0,0,0,0,0,0,0,0,,120,19:00,9,4,4,0,3,2,2,0,0,1,0,3,0,0,0,2,2
"Silfverberg, Jakob",Silfverberg,WIN,29,51,RW,LW,N,73,24,19,43,163,19,32,3,2,4,0,28,1248,-9,0,0,0,0,0,0,0,38,43,0,0,0,0,0,0,0,0,,90,17:00,9,4,4,4,2,1,0,0,0,0,0,4,0,5,5,0,0
"Thornton, Joe",Thornton,EDM,36,65,C,,N,73,16,35,51,90,356,319,3,0,4,0,20,1135,8,0,0,0,0,0,0,0,17,14,0,0,0,0,0,0,0,0,,90,15:30,9,3,5,3,1,1,0,0,0,0,3,3,2,0,0,0,0
"Acciari, Noel",Acciari,MTL,12,20,C,RW,N,72,6,8,14,99,200,203,0,0,2,0,47,935,-3,0,0,0,0,0,0,0,221,36,0,0,0,0,0,0,0,0,,90,13:00,10,3,3,5,5,4,0,0,0,0,1,4,4,0,4,0,0
"Bozak, Tyler",Bozak,EDM,18,39,C,,N,72,13,25,38,141,451,379,2,0,3,0,20,1177,-3,0,0,0,0,0,0,0,52,33,0,0,0,0,0,0,0,0,,90,16:15,10,3,4,3,2,1,0,0,0,0,4,4,4,0,0,0,0
"Brown, Dustin",D. Brown,CHI,24,47,RW,,N,72,22,29,51,180,1,16,9,1,3,0,24,1469,-17,0,0,0,0,0,0,0,150,29,0,0,0,0,0,0,0,0,,90,20:30,10,3,4,5,5,4,0,0,0,0,0,3,0,0,4,0,0
"Carlo, Brandon",Carlo,SAS,3,8,RD,,N,72,2,8,10,116,1,0,0,0,0,0,47,1506,22,0,0,0,0,0,0,0,134,88,0,0,0,0,0,0,0,0,,120,21:00,10,3,3,0,4,3,5,0,0,0,0,3,0,0,0,0,4
"Clifford, Kyle",Clifford,SAN,19,38,LW,RW,N,72,11,10,21,115,3,5,1,0,2,0,96,755,4,0,0,0,0,0,0,0,115,24,0,0,0,0,0,0,0,0,0,90,10:30,10,2,3,3,4,4,0,0,0,0,0,2,0,3,3,0,0
"Fehr, Eric",Fehr,BOS,21,32,C,RW,N,72,7,8,15,67,364,345,0,0,0,0,30,795,-8,0,0,0,0,0,0,0,40,48,0,0,0,0,0,0,0,0,0,90,11:00,10,3,2,3,3,1,0,0,1,0,3,2,4,0,4,0,0
"Filppula, Valtteri",Filppula,SAN,44,69,C,,N,72,17,14,31,78,398,413,0,1,4,0,16,1028,19,0,0,0,0,0,0,0,12,34,0,0,0,0,0,0,0,0,,90,14:15,10,3,3,3,1,1,0,0,0,0,3,3,4,0,0,0,0
"Galchenyuk, Alex",Galchenyuk,TAM,24,43,LW,C,N,72,19,22,41,159,188,223,9,0,4,0,34,1133,-19,0,0,0,0,0,0,0,62,34,0,0,0,0,0,0,0,0,,90,15:45,10,4,4,3,3,2,0,0,0,0,1,4,1,1,0,0,0
"Girgensons, Zemgus",Girgensons,EDM,13,24,LW,RW,N,72,5,13,18,78,28,41,0,0,0,0,17,980,-11,0,0,0,0,0,0,0,144,29,0,0,0,0,0,0,0,0,,90,13:30,10,2,3,4,3,3,0,0,1,0,0,3,0,4,4,0,0
"Hinostroza, Vinnie",Hinostroza,TAM,21,43,RW,,N,72,16,23,39,152,39,64,3,0,3,0,14,1099,-4,0,0,0,0,0,0,0,69,41,0,0,0,0,0,0,0,0,,90,15:15,10,3,3,4,3,1,0,0,0,0,0,4,0,0,3,0,0
"Nielsen, Frans",Nielsen,PHI,17,29,C,,N,72,10,25,35,120,450,473,0,0,4,0,14,1201,-7,0,0,0,0,0,0,0,79,44,0,0,0,0,0,0,0,0,,90,16:45,10,4,4,3,2,1,0,0,0,0,2,3,4,0,0,0,0
"Patrick, Nolan",Patrick,LON,23,29,C,,N,72,13,18,31,115,399,380,1,0,3,0,27,1086,-8,0,0,0,0,0,0,0,72,26,0,0,0,0,0,0,0,0,,90,15:00,10,3,3,4,3,2,0,1,0,0,3,5,2,0,0,0,0
"Russell, Kris",Russell,NOT,10,13,RD,LD,N,72,3,13,16,63,0,0,0,0,0,0,27,1471,5,0,0,0,0,0,0,0,93,185,0,0,0,0,0,0,0,0,,120,20:30,10,3,3,0,3,2,2,0,0,2,0,3,0,0,0,3,3
"Rust, Bryan",Rust,DET,26,45,RW,LW,N,72,18,17,35,141,8,16,0,2,4,0,24,1145,10,0,0,0,0,0,0,0,119,59,0,0,0,0,0,0,0,0,,90,16:00,10,4,3,4,3,3,0,0,0,0,0,4,0,3,3,0,0
"Schenn, Brayden",B. Schenn,LSV,21,39,C,LW,N,72,17,38,55,159,323,357,4,0,5,0,40,1338,3,0,0,0,0,0,0,0,111,31,0,0,0,0,0,0,0,0,,90,18:30,10,4,4,5,4,3,0,0,0,0,2,3,3,3,0,0,0
"Stepan, Derek",Stepan,PHI,15,32,C,,N,72,15,20,35,195,651,725,1,3,3,0,14,1384,-2,0,0,0,0,0,0,0,50,51,0,0,0,0,0,0,0,0,,90,19:15,10,3,4,3,2,2,0,0,1,0,2,3,4,0,0,0,0
"Vlasic, Marc-Edouard",Vlasic,DEN,6,9,LD,,N,72,3,22,25,100,0,0,0,0,0,0,10,1515,-6,0,0,0,0,0,0,0,23,114,0,0,0,0,0,0,0,0,,120,21:00,10,3,4,0,2,1,3,0,0,1,0,3,0,0,0,5,0
"Abdelkader, Justin",Abdelkader,OTT,13,21,LW,RW,N,71,6,13,19,95,52,51,1,1,0,0,38,1093,-14,0,0,0,0,0,0,0,185,34,0,0,0,0,0,0,0,0,,90,15:30,11,3,3,3,5,3,0,0,0,0,1,3,0,4,4,0,0
"Bennett, Sam",Bennett,EDM,23,39,LW,RW,N,71,13,14,27,115,50,40,4,0,2,0,93,944,-6,0,0,0,0,0,0,0,121,27,0,0,0,0,0,0,0,0,,90,13:15,11,4,4,3,4,3,0,0,0,0,2,4,0,3,3,0,0
